局名,ppb
西部コミュニティセンター,3
国設大阪,13
茨木市役所,6
高石中学校,17
池田市立南畑会館,13
大東市役所,3
府立修徳学院,15
貝塚市消防署,30
島本町役場,3
富田林市役所,24
南海団地,38
泉南市役所,36
緑ケ丘小学校,21
三日市公民館,17
藤井寺市役所,12
岸和田中央公園,14
佐野中学校,25
泉大津市役所,15
豊能町役場,3
此花区役所,****
平尾小学校,10
野中小学校,3
桃谷中学校,13
大宮中学校,****
聖賢小学校,****
清江小学校,12
摂陽中学校,****
今宮中学校,6
九条南小学校,****
茨田北小学校,****
南港中央公園,2
出来島小学校,4
少林寺,10
浜寺,13
三宝,10
若松台,26
石津,12
登美丘,18
深井,13
美原,9
金岡南,9
高石消防署高師浜出張所,16
豊中市千成,****
豊中市千里,5
豊中市役所,****
吹田市垂水,2
吹田市北消防署,5
吹田市高野台,1
東大阪市西保健センター,7
東大阪市六万寺,12
東大阪市環境衛生検査センター,1
楠葉,5
枚方市役所,2
王仁公園,4
高槻北,****
庄所,4
八尾市保健所,3
成田,
寝屋川市役所,2
