局名,ppb
西部コミュニティセンター,55
国設大阪,52
茨木市役所,52
高石中学校,49
池田市立南畑会館,55
大東市役所,57
府立修徳学院,50
貝塚市消防署,48
島本町役場,54
富田林市役所,55
南海団地,40
泉南市役所,44
緑ケ丘小学校,52
三日市公民館,57
藤井寺市役所,54
岸和田中央公園,50
佐野中学校,47
泉大津市役所,45
豊能町役場,55
此花区役所,48
平尾小学校,46
野中小学校,53
桃谷中学校,53
大宮中学校,53
聖賢小学校,51
清江小学校,50
摂陽中学校,49
今宮中学校,52
九条南小学校,47
茨田北小学校,56
南港中央公園,45
出来島小学校,35
少林寺,52
浜寺,49
三宝,41
若松台,55
石津,52
登美丘,57
深井,54
美原,45
金岡南,54
高石消防署高師浜出張所,43
豊中市千成,53
豊中市千里,50
豊中市役所,50
吹田市垂水,54
吹田市北消防署,55
吹田市高野台,54
東大阪市西保健センター,57
東大阪市六万寺,55
東大阪市環境衛生検査センター,54
楠葉,56
枚方市役所,56
王仁公園,53
高槻北,****
庄所,54
八尾市保健所,56
成田,
寝屋川市役所,52
