局名,ppb
西部コミュニティセンター,44
国設大阪,42
茨木市役所,33
高石中学校,51
池田市立南畑会館,****
大東市役所,50
府立修徳学院,****
貝塚市消防署,54
島本町役場,43
富田林市役所,60
南海団地,56
泉南市役所,61
緑ケ丘小学校,56
三日市公民館,56
藤井寺市役所,56
岸和田中央公園,57
佐野中学校,57
泉大津市役所,52
豊能町役場,49
此花区役所,45
平尾小学校,47
野中小学校,45
桃谷中学校,49
大宮中学校,44
聖賢小学校,45
清江小学校,51
摂陽中学校,48
今宮中学校,46
九条南小学校,41
茨田北小学校,52
南港中央公園,46
出来島小学校,27
少林寺,54
浜寺,58
三宝,46
若松台,58
石津,51
登美丘,59
深井,57
美原,49
金岡南,54
高石消防署高師浜出張所,43
豊中市千成,45
豊中市千里,38
豊中市役所,41
吹田市垂水,46
吹田市北消防署,43
吹田市高野台,45
東大阪市西保健センター,51
東大阪市六万寺,54
東大阪市環境衛生検査センター,50
楠葉,48
枚方市役所,49
王仁公園,****
高槻北,****
庄所,46
八尾市保健所,53
成田,
寝屋川市役所,44
