局名,ppb
西部コミュニティセンター,1
国設大阪,5
茨木市役所,2
高石中学校,8
池田市立南畑会館,16
大東市役所,11
府立修徳学院,18
貝塚市消防署,15
島本町役場,0
富田林市役所,12
南海団地,33
泉南市役所,20
緑ケ丘小学校,12
三日市公民館,14
藤井寺市役所,10
岸和田中央公園,10
佐野中学校,11
泉大津市役所,8
豊能町役場,9
此花区役所,3
平尾小学校,4
野中小学校,8
桃谷中学校,6
大宮中学校,4
聖賢小学校,4
清江小学校,4
摂陽中学校,3
今宮中学校,4
九条南小学校,3
茨田北小学校,9
南港中央公園,2
出来島小学校,6
少林寺,8
浜寺,12
三宝,7
若松台,16
石津,11
登美丘,9
深井,7
美原,8
金岡南,11
高石消防署高師浜出張所,9
豊中市千成,3
豊中市千里,5
豊中市役所,5
吹田市垂水,5
吹田市北消防署,6
吹田市高野台,2
東大阪市西保健センター,7
東大阪市六万寺,4
東大阪市環境衛生検査センター,1
楠葉,0
枚方市役所,8
王仁公園,13
高槻北,****
庄所,0
八尾市保健所,0
成田,
寝屋川市役所,8
