局名,ppb
西部コミュニティセンター,15
国設大阪,23
茨木市役所,19
高石中学校,15
池田市立南畑会館,36
大東市役所,27
府立修徳学院,23
貝塚市消防署,23
島本町役場,18
富田林市役所,21
南海団地,46
泉南市役所,32
緑ケ丘小学校,20
三日市公民館,17
藤井寺市役所,17
岸和田中央公園,14
佐野中学校,18
泉大津市役所,20
豊能町役場,11
此花区役所,22
平尾小学校,23
野中小学校,23
桃谷中学校,8
大宮中学校,19
聖賢小学校,17
清江小学校,****
摂陽中学校,5
今宮中学校,****
九条南小学校,21
茨田北小学校,8
南港中央公園,****
出来島小学校,****
少林寺,7
浜寺,20
三宝,3
若松台,23
石津,11
登美丘,24
深井,4
美原,9
金岡南,11
高石消防署高師浜出張所,7
豊中市千成,16
豊中市千里,34
豊中市役所,28
吹田市垂水,26
吹田市北消防署,22
吹田市高野台,13
東大阪市西保健センター,8
東大阪市六万寺,39
東大阪市環境衛生検査センター,6
楠葉,11
枚方市役所,16
王仁公園,20
高槻北,****
庄所,25
八尾市保健所,10
成田,
寝屋川市役所,8
