局名,ppb
西部コミュニティセンター,15
国設大阪,21
茨木市役所,12
高石中学校,11
池田市立南畑会館,22
大東市役所,26
府立修徳学院,18
貝塚市消防署,15
島本町役場,8
富田林市役所,13
南海団地,20
泉南市役所,14
緑ケ丘小学校,12
三日市公民館,9
藤井寺市役所,19
岸和田中央公園,13
佐野中学校,13
泉大津市役所,17
豊能町役場,3
此花区役所,****
平尾小学校,10
野中小学校,17
桃谷中学校,15
大宮中学校,****
聖賢小学校,****
清江小学校,15
摂陽中学校,****
今宮中学校,14
九条南小学校,****
茨田北小学校,****
南港中央公園,2
出来島小学校,11
少林寺,13
浜寺,17
三宝,14
若松台,24
石津,16
登美丘,21
深井,18
美原,9
金岡南,17
高石消防署高師浜出張所,10
豊中市千成,****
豊中市千里,20
豊中市役所,****
吹田市垂水,14
吹田市北消防署,16
吹田市高野台,6
東大阪市西保健センター,8
東大阪市六万寺,16
東大阪市環境衛生検査センター,5
楠葉,9
枚方市役所,17
王仁公園,22
高槻北,****
庄所,11
八尾市保健所,13
成田,
寝屋川市役所,23
