局名,ppb
西部コミュニティセンター,2
国設大阪,2
茨木市役所,1
高石中学校,2
池田市立南畑会館,11
大東市役所,0
府立修徳学院,10
貝塚市消防署,17
島本町役場,3
富田林市役所,10
南海団地,26
泉南市役所,22
緑ケ丘小学校,15
三日市公民館,12
藤井寺市役所,11
岸和田中央公園,8
佐野中学校,19
泉大津市役所,6
豊能町役場,3
此花区役所,3
平尾小学校,1
野中小学校,4
桃谷中学校,3
大宮中学校,2
聖賢小学校,1
清江小学校,1
摂陽中学校,1
今宮中学校,1
九条南小学校,1
茨田北小学校,5
南港中央公園,2
出来島小学校,3
少林寺,4
浜寺,7
三宝,2
若松台,21
石津,4
登美丘,13
深井,4
美原,8
金岡南,10
高石消防署高師浜出張所,2
豊中市千成,5
豊中市千里,2
豊中市役所,3
吹田市垂水,7
吹田市北消防署,4
吹田市高野台,2
東大阪市西保健センター,1
東大阪市六万寺,8
東大阪市環境衛生検査センター,0
楠葉,2
枚方市役所,1
王仁公園,4
高槻北,****
庄所,0
八尾市保健所,2
成田,
寝屋川市役所,2
