局名,ppb
西部コミュニティセンター,53
国設大阪,56
茨木市役所,48
高石中学校,53
池田市立南畑会館,55
大東市役所,55
府立修徳学院,****
貝塚市消防署,60
島本町役場,48
富田林市役所,62
南海団地,56
泉南市役所,63
緑ケ丘小学校,59
三日市公民館,58
藤井寺市役所,55
岸和田中央公園,61
佐野中学校,58
泉大津市役所,53
豊能町役場,53
此花区役所,49
平尾小学校,48
野中小学校,****
桃谷中学校,55
大宮中学校,55
聖賢小学校,54
清江小学校,50
摂陽中学校,52
今宮中学校,52
九条南小学校,50
茨田北小学校,56
南港中央公園,44
出来島小学校,32
少林寺,54
浜寺,58
三宝,49
若松台,58
石津,52
登美丘,61
深井,58
美原,48
金岡南,54
高石消防署高師浜出張所,44
豊中市千成,56
豊中市千里,53
豊中市役所,51
吹田市垂水,54
吹田市北消防署,58
吹田市高野台,55
東大阪市西保健センター,56
東大阪市六万寺,53
東大阪市環境衛生検査センター,51
楠葉,53
枚方市役所,54
王仁公園,53
高槻北,****
庄所,56
八尾市保健所,52
成田,
寝屋川市役所,51
