局名,ppb
西部コミュニティセンター,47
国設大阪,50
茨木市役所,47
高石中学校,57
池田市立南畑会館,60
大東市役所,48
府立修徳学院,44
貝塚市消防署,61
島本町役場,57
富田林市役所,58
南海団地,60
泉南市役所,64
緑ケ丘小学校,61
三日市公民館,57
藤井寺市役所,****
岸和田中央公園,64
佐野中学校,62
泉大津市役所,54
豊能町役場,60
此花区役所,52
平尾小学校,57
野中小学校,56
桃谷中学校,51
大宮中学校,51
聖賢小学校,47
清江小学校,59
摂陽中学校,55
今宮中学校,57
九条南小学校,50
茨田北小学校,46
南港中央公園,41
出来島小学校,29
少林寺,54
浜寺,58
三宝,48
若松台,60
石津,53
登美丘,58
深井,56
美原,48
金岡南,55
高石消防署高師浜出張所,43
豊中市千成,54
豊中市千里,43
豊中市役所,52
吹田市垂水,55
吹田市北消防署,54
吹田市高野台,53
東大阪市西保健センター,****
東大阪市六万寺,50
東大阪市環境衛生検査センター,47
楠葉,60
枚方市役所,61
王仁公園,59
高槻北,****
庄所,60
八尾市保健所,48
成田,
寝屋川市役所,55
