局名,ppb
西部コミュニティセンター,4
国設大阪,5
茨木市役所,1
高石中学校,6
池田市立南畑会館,4
大東市役所,1
府立修徳学院,10
貝塚市消防署,5
島本町役場,0
富田林市役所,5
南海団地,23
泉南市役所,6
緑ケ丘小学校,6
三日市公民館,9
藤井寺市役所,12
岸和田中央公園,5
佐野中学校,3
泉大津市役所,6
豊能町役場,4
此花区役所,4
平尾小学校,2
野中小学校,6
桃谷中学校,8
大宮中学校,4
聖賢小学校,8
清江小学校,1
摂陽中学校,1
今宮中学校,5
九条南小学校,3
茨田北小学校,8
南港中央公園,2
出来島小学校,3
少林寺,1
浜寺,5
三宝,1
若松台,19
石津,1
登美丘,5
深井,3
美原,2
金岡南,6
高石消防署高師浜出張所,3
豊中市千成,5
豊中市千里,2
豊中市役所,-1
吹田市垂水,5
吹田市北消防署,1
吹田市高野台,1
東大阪市西保健センター,3
東大阪市六万寺,1
東大阪市環境衛生検査センター,0
楠葉,1
枚方市役所,2
王仁公園,8
高槻北,****
庄所,0
八尾市保健所,0
成田,
寝屋川市役所,9
