局名,ppb
西部コミュニティセンター,54
国設大阪,49
茨木市役所,35
高石中学校,52
池田市立南畑会館,47
大東市役所,54
府立修徳学院,48
貝塚市消防署,****
島本町役場,40
富田林市役所,57
南海団地,43
泉南市役所,48
緑ケ丘小学校,52
三日市公民館,54
藤井寺市役所,54
岸和田中央公園,48
佐野中学校,42
泉大津市役所,44
豊能町役場,42
此花区役所,44
平尾小学校,48
野中小学校,51
桃谷中学校,51
大宮中学校,51
聖賢小学校,53
清江小学校,50
摂陽中学校,52
今宮中学校,44
九条南小学校,43
茨田北小学校,53
南港中央公園,38
出来島小学校,23
少林寺,56
浜寺,50
三宝,46
若松台,55
石津,44
登美丘,56
深井,56
美原,48
金岡南,56
高石消防署高師浜出張所,38
豊中市千成,47
豊中市千里,36
豊中市役所,44
吹田市垂水,52
吹田市北消防署,47
吹田市高野台,47
東大阪市西保健センター,56
東大阪市六万寺,56
東大阪市環境衛生検査センター,52
楠葉,51
枚方市役所,50
王仁公園,50
高槻北,****
庄所,47
八尾市保健所,52
成田,
寝屋川市役所,49
