局名,ppb
西部コミュニティセンター,9
国設大阪,6
茨木市役所,8
高石中学校,18
池田市立南畑会館,16
大東市役所,7
府立修徳学院,19
貝塚市消防署,26
島本町役場,8
富田林市役所,18
南海団地,35
泉南市役所,32
緑ケ丘小学校,18
三日市公民館,16
藤井寺市役所,18
岸和田中央公園,21
佐野中学校,21
泉大津市役所,19
豊能町役場,8
此花区役所,5
平尾小学校,16
野中小学校,12
桃谷中学校,13
大宮中学校,7
聖賢小学校,6
清江小学校,****
摂陽中学校,14
今宮中学校,****
九条南小学校,17
茨田北小学校,8
南港中央公園,****
出来島小学校,****
少林寺,15
浜寺,14
三宝,13
若松台,22
石津,17
登美丘,19
深井,18
美原,12
金岡南,16
高石消防署高師浜出張所,15
豊中市千成,9
豊中市千里,13
豊中市役所,16
吹田市垂水,10
吹田市北消防署,11
吹田市高野台,8
東大阪市西保健センター,3
東大阪市六万寺,24
東大阪市環境衛生検査センター,****
楠葉,11
枚方市役所,9
王仁公園,13
高槻北,****
庄所,11
八尾市保健所,13
成田,
寝屋川市役所,11
