局名,ppb
西部コミュニティセンター,1
国設大阪,1
茨木市役所,1
高石中学校,1
池田市立南畑会館,9
大東市役所,0
府立修徳学院,9
貝塚市消防署,17
島本町役場,1
富田林市役所,10
南海団地,21
泉南市役所,17
緑ケ丘小学校,12
三日市公民館,10
藤井寺市役所,8
岸和田中央公園,5
佐野中学校,12
泉大津市役所,6
豊能町役場,3
此花区役所,2
平尾小学校,1
野中小学校,3
桃谷中学校,3
大宮中学校,2
聖賢小学校,1
清江小学校,1
摂陽中学校,1
今宮中学校,1
九条南小学校,1
茨田北小学校,4
南港中央公園,2
出来島小学校,2
少林寺,2
浜寺,1
三宝,1
若松台,16
石津,2
登美丘,19
深井,0
美原,4
金岡南,7
高石消防署高師浜出張所,1
豊中市千成,1
豊中市千里,0
豊中市役所,3
吹田市垂水,2
吹田市北消防署,3
吹田市高野台,1
東大阪市西保健センター,1
東大阪市六万寺,5
東大阪市環境衛生検査センター,0
楠葉,1
枚方市役所,1
王仁公園,1
高槻北,****
庄所,0
八尾市保健所,4
成田,
寝屋川市役所,1
