局名,ppb
西部コミュニティセンター,3
国設大阪,1
茨木市役所,1
高石中学校,10
池田市立南畑会館,4
大東市役所,1
府立修徳学院,18
貝塚市消防署,12
島本町役場,0
富田林市役所,15
南海団地,36
泉南市役所,25
緑ケ丘小学校,16
三日市公民館,14
藤井寺市役所,20
岸和田中央公園,14
佐野中学校,15
泉大津市役所,8
豊能町役場,4
此花区役所,****
平尾小学校,1
野中小学校,7
桃谷中学校,2
大宮中学校,****
聖賢小学校,****
清江小学校,1
摂陽中学校,****
今宮中学校,1
九条南小学校,****
茨田北小学校,****
南港中央公園,2
出来島小学校,2
少林寺,12
浜寺,10
三宝,1
若松台,28
石津,13
登美丘,13
深井,11
美原,6
金岡南,8
高石消防署高師浜出張所,10
豊中市千成,4
豊中市千里,11
豊中市役所,4
吹田市垂水,****
吹田市北消防署,****
吹田市高野台,1
東大阪市西保健センター,2
東大阪市六万寺,4
東大阪市環境衛生検査センター,0
楠葉,1
枚方市役所,5
王仁公園,11
高槻北,****
庄所,0
八尾市保健所,0
成田,
寝屋川市役所,8
