局名,ppb
西部コミュニティセンター,14
国設大阪,33
茨木市役所,22
高石中学校,2
池田市立南畑会館,32
大東市役所,12
府立修徳学院,9
貝塚市消防署,22
島本町役場,0
富田林市役所,6
南海団地,34
泉南市役所,11
緑ケ丘小学校,14
三日市公民館,3
藤井寺市役所,3
岸和田中央公園,4
佐野中学校,7
泉大津市役所,7
豊能町役場,25
此花区役所,16
平尾小学校,20
野中小学校,27
桃谷中学校,17
大宮中学校,13
聖賢小学校,23
清江小学校,2
摂陽中学校,0
今宮中学校,23
九条南小学校,33
茨田北小学校,8
南港中央公園,1
出来島小学校,10
少林寺,2
浜寺,4
三宝,2
若松台,15
石津,4
登美丘,14
深井,3
美原,4
金岡南,4
高石消防署高師浜出張所,1
豊中市千成,17
豊中市千里,20
豊中市役所,17
吹田市垂水,16
吹田市北消防署,25
吹田市高野台,11
東大阪市西保健センター,9
東大阪市六万寺,16
東大阪市環境衛生検査センター,4
楠葉,2
枚方市役所,9
王仁公園,6
高槻北,****
庄所,8
八尾市保健所,0
成田,
寝屋川市役所,11
